superclaim,name,cards_pct,manual_pct,bias_pp,dsl_pct,se_pct,ci_lower_pct,ci_upper_pct
0,No claim detected,5.068150208623087,90.2,-85.0,90.06815020862308,4.06691642428537,82.09699401702376,98.03930640022242
1,Global warming not happening,15.727399165507649,0.2,17.2,0.0,1.8265223809734734,0.0,2.1073830322156586
2,Humans not causing climate change,2.631432545201669,0.2,2.6,0.03143254520166887,0.7638831251378234,0.0,1.5286434704718026
3,Climate impacts not bad,15.972183588317106,0.2,15.2,0.7721835883171074,1.7428839581458446,0.0,4.1882361462829625
4,Climate solutions harmful/unnecessary,82.05841446453408,8.200000000000001,72.80000000000001,9.25841446453407,3.768623302787346,1.871912791070872,16.644916137997267
5,Climate science unreliable,1.874826147426982,0.8,0.9999999999999999,0.8748261474269822,0.7144145772295968,0.0,2.275078718796992
6,Climate proponents alarmist/biased,2.9819193324061195,1.2,0.8,2.1819193324061197,0.745873674039219,0.7200069312892503,3.643831733522988
7,We need fossil fuels,4.389429763560501,1.0,2.8,1.5894297635605008,0.8868441393533809,0.0,3.3276442766931273
